Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
Scrypt,PoW/PoS,8377873.0,144000000.0,-0.3443901945383946,1.0006672638066956,-0.5565282039245144,0,Russiacoin
Scrypt,PoS,33813143821.8337,32514916898.0,0.3548018522190012,0.793185895093183,-0.3040301741473274,0,PandaCoin
Scrypt,PoW/PoS,3472983.0,13000000.0,-0.3453802420256583,1.0007248616459914,-0.556516833898766,0,GameUnits
Scrypt,PoW/PoS,3315789.0,3315789.0,-0.3454509214010395,1.000729211878851,-0.5565160440739064,0,GAKHcoin
Quark,PoS,10517772.7391666,15000000.0,-0.3425753941244778,1.5452148634097556,-0.15107940127385644,0,Allsafe
QuBit,PoW/PoS,30227750.0,78835200.0,-0.35130588264306256,0.6725322039986501,-0.24373825664144153,0,LiteCreed
Scrypt,PoW,894026.0,2714286.0,-0.1716848846428517,-1.1636150071245412,-0.055880657270764106,3,OsmiumCoin
CryptoNight,PoW,9357088.0,25000000.0,0.3133040218482956,-2.2903037447457617,0.38601485333618013,3,Bikercoins
Lyra2RE,PoW,1876146.443596,9999999.0,-0.1439378078696482,-2.1459014111555956,0.3964943722509803,3,HexxCoin
Scrypt,PoW/PoS,23965372.0,500000000.0,-0.34167208717492487,1.0005117530901915,-0.5565596600971254,0,Klingon Empire Darsek
SHA-256,PoW/PoS,2526078.47525448,21000000.0,-0.3158959738136034,0.8629296923128109,-0.29099018877708904,0,Internet of People
X11,PoW/PoS,5659096.95728771,9354000.0,-0.3974612293286522,1.3049664362341489,-0.43712659695451567,0,KushCoin
Scrypt,PoW/PoS,11821728.0,20000000.0,-0.3452285138260233,1.0007254176227351,-0.556519437808666,0,Printerium
X11,PoW,536982074.0,100000000000.0,0.49277006533618783,-0.9047842122686502,0.05562262230597287,3,PacCoin
Scrypt,PoW/PoS,308179.0,21933333.0,-0.3453554912057667,1.000719361456461,-0.5565167453909559,0,Impeach
CryptoNight-V7,PoW,10969318.522954,185000000.0,-0.15065641889484552,-2.2244418402916586,0.4194195681898344,3,Citadel
Scrypt,PoS,2922613.96424908,55000000.0,-0.28885111984394135,0.792811363914646,-0.2931661538144723,0,Zilbercoin
Scrypt,PoW/PoS ,110000000.0,110000000.0,-0.3135155943666739,0.10884055313499544,-0.542213102122458,0,FirstCoin
Scrypt,PoW,3115258.0,3360000.0,-0.1716531549360351,-1.1636143037876572,-0.05588125570183533,3,BeaverCoin
X13,PoS,14524851.4827,14524851.4827,-0.22013392741936244,1.6135481328844814,-0.2639785430630063,0,FindCoin
X11,PoW,30385540.0,1000000000.0,-0.21632551799931957,-0.8598180908525275,0.0634252157279228,3,VaultCoin
Equihash,PoW,6921653.89980891,17000000.0,-0.13738552914089724,-2.1234095817621914,0.35375778079691694,3,Zero
Scrypt,PoW/PoS,1000000000.0,1000000000.0,-0.32619419472350186,1.000722081365376,-0.5568393891190715,0,OpenChat
Scrypt,PoW,99843408.3158479,100000000.0,-0.1697849164949851,-1.1636149555627648,-0.055912629485353055,3,Canada eCoin
Lyra2RE,PoW,18545757.5,21000000.0,-0.14365599230400625,-2.1458989422220505,0.3964894039659993,3,Zoin
Scrypt,PoS,36050365.0,34426423.0,-0.2885923474342366,0.7928356417080644,-0.2931727365631422,0,RenosCoin
Dagger-Hashimoto,PoW,2232901.0,2232901.0,-0.14157577217493433,-2.16548873628524,0.31330700865273153,3,DubaiCoin
X11,PoW/PoS,13162749.0858027,100000000.0,-0.39672593830867703,1.304928427851306,-0.4371354790512425,0,VirtacoinPlus
Blake2S,PoW/PoS,12184195.9258495,36900000.0,-0.43141496077711833,1.8859720945586402,-0.6110853298544476,0,TajCoin
X11,PoW/PoS,110630387.850471,110000000.0,-0.39546381079159165,1.304967659751464,-0.4371603163902567,0,Impact
Scrypt,PoW,64096052.0,4000000000.0,-0.14253159469476995,-1.1654113788123759,-0.05620625268736072,3,EB3coin
PoS,PoS,111135836.889,110290030.0,-0.3246588543270987,1.6077432046189948,-0.10659809638067132,0,Atmos
X11,PoW/PoS,21521322.0099142,100000000.0,-0.3966237903295266,1.3049321837625785,-0.4371375425317076,0,HappyCoin
NIST5,PoW,10123200.0,48252000.0,-0.1842463657052559,-0.610923447731124,0.005171177010655087,3,Coinonat
PoS,PoS,401421401.0,400000000.0,-0.31905439454862433,1.607741390607955,-0.10669222640503011,0,MacronCoin
X11,PoW/PoS,121665451.643876,500000000.0,-0.39255993599423533,1.3047945823163276,-0.4371932854308854,0,Condensate
Scrypt,PoW/PoS,5368934.0,21212121.0,-0.34529876565361306,1.0007219647337346,-0.5565179388087075,0,Independent Money System
Scrypt,PoW/PoS,1148324.0,28600000.0,-0.3452978903636245,1.0007166956232856,-0.5565174698029189,0,ArgusCoin
Scrypt,PoW/PoS,500000.0,1000000000.0,-0.33840882826056207,1.000272957651221,-0.5565926426058017,0,LomoCoin
SHA-256,PoS,100545745.0,75000000000.0,0.27389392705022747,0.6208515497513963,-0.03347526754862436,0,ProCurrency
X11,PoW/PoS,17171382.0,40000000.0,-0.3971029526183639,1.3049576192814707,-0.4371318156137807,0,GoldReserve
Scrypt,PoW,20276099.146524,35520400.0,-0.17121509635782878,-1.1636212738983263,-0.05588798626279652,3,BenjiRolls
Scrypt,PoS,295135466.361878,2000000000.0,-0.2714704710964425,0.7920547716857135,-0.29338912870718675,0,GrowthCoin
SHA-256,PoW,1317747500.0,2500000000.0,-0.10842207132821283,-1.3019543904411952,0.2091276164219663,3,ILCoin
PoS,PoS,11390225.9742772,30000000.0,-0.32644788283521115,1.607735036698842,-0.10656724563019104,0,Phreak
Scrypt,PoW/PoS,21358764.0,105000000.0,-0.34450846020464443,1.0006909003514728,-0.5565283840349039,0,Degas Coin
X15,PoW/PoS,40659020000.0,90000000000.0,0.8851361443159278,1.8880648043427046,-0.6002652645536003,0,HTML5 Coin
SHA-256,PoS,10343113.0,200084200.0,-0.258291291550613,0.6549573751637938,-0.027652205343711062,0,Ultimate Secure Cash
Scrypt,PoW,13673406.4325268,72000000.0,-0.17103677932075348,-1.1636408938407699,-0.055889185278832465,3,EquiTrader
POS 3.0,PoS,100000000.0,100000000.0,-0.3215011441509285,1.5614828882008995,-0.12110492290868903,0,QTUM
CryptoNight-V7,PoW,69036016.8340164,105000000.0,-0.1505148043597527,-2.2243792279044543,0.4194114373316431,3,Quantum Resistant Ledger
536,PoW/PoS,22801882871.0,50000000000.0,0.5682016945347685,1.961203547399119,-0.45749760853270166,0,Espers
Argon2d,PoW,19784224.6512734,0.0,-0.13884651781229332,-2.1371382063384847,0.43086250988246927,3,Dynamic
Blake2b,PoW,133248297.0,340282367.0,-0.01982881269156356,-2.2311886445828044,0.3787304878804142,3,Nano
Cloverhash,PoW,18407259.0885883,30000000.0,-0.15285871172088875,-2.1274115450131323,0.49157098390315557,3,ChanCoin
CryptoNight,PoW,1809467143.0,2000000000.0,0.34932529754289626,-2.2903964608756215,0.38541729741487124,3,Dinastycoin
NIST5,PoW/PoS,4171382.0,10000000.0,-0.35839059552781566,1.5534347453432036,-0.49545912948643955,0,Denarius
X11,PoW,35138975.0,100000000.0,-0.22265746927684452,-0.859405102542787,0.063493837974596,3,DigitalPrice
NIST5,PoW/PoS,62942075.0,120000000.0,-0.35689136883172046,1.5534109385707717,-0.49548216879322565,0,Virta Unique Coin
Skein,PoW/PoS,6804362.0,100000000.0,-0.42453680861154314,1.9330127437506062,-0.5527825638018106,0,Bitcoin Planet
Scrypt,PoW,18133195.0,19276800.0,-0.1713566145548578,-1.1636148215628317,-0.05588619753986107,3,Unify
X13,PoW/PoS,21268092.0,30000000.0,-0.27617929188144813,1.8214381758165474,-0.527335209225352,0,BritCoin
Scrypt,PoW,5167775.0,75000000.0,-0.17111942432497707,-1.1636460853404171,-0.0558873181464641,3,SocialCoin
X11,PoW,26042364.3735553,60000000.0,-0.2230526384830547,-0.8593909299851611,0.06349918568669828,3,ArcticCoin
X11,PoW,2622886.0,18900000.0,-0.22363065383912084,-0.8593826912321877,0.06350815459030863,3,DAS
Scrypt,PoW/PoS,9044930943.24243,50000000000.0,0.12002312129741702,0.9819684295548763,-0.5626254303817174,0,Linda
CryptoNight,PoW,14161803.0,54000000.0,0.31356864038641197,-2.2903148243309106,0.38601141822301355,3,LeviarCoin
X13,PoW/PoS,21917018.0492836,18898187.6216583,-0.2762501849057562,1.8214435354169007,-0.5273345084711756,0,DeepOnion
Time Travel,PoW,17801865.1605478,21000000.0,-0.1530363010670034,-2.213306316231175,0.4721985812366148,3,Bitcore
Scrypt,PoW,163055097500.0,200000000000.0,3.2409487942664605,-1.1816461492531531,-0.11164379108728228,3,gCn Coin
Keccak,PoW,2241009149.22257,5000000000.0,-0.12126001814460965,-1.2030604325209056,0.10927338260804186,3,SmartCash
SkunkHash v2 Raptor,PoS,107972766.0,137500000.0,-0.32439362540917305,1.5189285576719203,-0.17912419077940514,0,Signatum
X11,PoW,122475638.389743,1100000000.0,-0.2144901038470816,-0.8598223605776089,0.06339472636933,3,Onix
Skein,PoW/PoS,47331802.4774238,100000000.0,-0.4240415331401807,1.9330309546906685,-0.5527925688089436,0,Cream
SHA-256,PoW,17995589.6469082,21000000.0,-0.14190702167632843,-1.3014067618630663,0.20964073456108126,3,Bitcoin Cash
X11,PoW/PoS,12569262.5359307,9507271.0,-0.39737569373353004,1.3049694713373008,-0.4371283147530242,0,Monoeci
Scrypt,PoS,18663297.3489799,17405891.19707116,-0.28892567690143695,0.7928355987746634,-0.29316712426266245,0,Draftcoin
VeChainThor Authority,Proof of Authority,55454734800.0,86712634466.0,4.276519314212792,1.3248990556032871,1.3078578901779017,0,Vechain
Scrypt,PoW,485214.0,10500000000.0,-0.09715866464384681,-1.168407229294352,-0.0566946293330944,3,Sojourn Coin
PoS,PoS,4000000.0,61599965.0,-0.32631383567550376,1.607717290445778,-0.10656787180829591,0,Stakecoin
Scrypt,PoW,143006669741.687,0.0,1.5759328063319231,-1.099354353203336,-0.0911842752251863,3,NewYorkCoin
Scrypt,PoW,9704042.0,20000000.0,-0.17145449032146062,-1.1636189393318448,-0.05588417272004029,3,FrazCoin
Scrypt,PoW,17453749.4042601,84000000.0,-0.1709053801602164,-1.1636446731812329,-0.05589104914159871,3,Kronecoin
Scrypt,PoW,32646731.063036,100000000.0,-0.17060610987922836,-1.163645150281391,-0.05589604064511748,3,AdCoin
Scrypt,PoW,33716526.0,100000000.0,-0.17059303618926858,-1.16364466957076,-0.05589630474533818,3,Linx
Scrypt,PoW/PoS,19539588.0,48252000.0,-0.34493360532362366,1.0007159885185617,-0.5565235340817838,0,CoinonatX
Scrypt,PoW/PoS,4200000.0,4200000.0,-0.34543383774569075,1.000729205552998,-0.5565163309303072,0,Ethereum Dark
CryptoNight,PoW,8946653.0,88888888.0,0.3137526200985971,-2.2903330946190685,0.3860100000253801,3,Sumokoin
SHA-512,PoS,25000000.0,91388946.0,-0.4521594050804723,1.2434314218967362,-0.24250874975879708,0,Obsidian
Ouroboros,PoS,25927070538.0,45000000000.0,0.6848923857046284,1.5401766163014248,-0.09216120101050501,0,Cardano
X11,PoW/PoS,7262402.04264803,27000000.0,-0.3973163483284462,1.3049591012314055,-0.4371283612239115,0,Regalcoin
Equihash,PoW,5211553258.01514,21000000000.0,0.0751992151291968,-2.1306496834932815,0.3508456650643135,3,BitcoinZ
NeoScrypt,PoW/PoS,182638400.0,400000000.0,-0.3473131477931246,0.5734930370220521,-0.28525331523329917,0,TrezarCoin
X11,PoW,2702855668.85288,1800000000.0,-0.17798590780402965,-0.8589824228062227,0.06270342251937365,3,Elements
Scrypt,PoW/PoS,1140734.91680375,15733333.0,-0.34538933704099967,1.0007225658803875,-0.5565164701089842,0,TerraNovaCoin
NeoScrypt,PoW,4165967.57499639,27000000.0,-0.17834262780112417,-1.5907602891749504,0.21545441299371945,3,VIVO Coin
Lyra2REv2,PoS,24000000.0,24000000.0,-0.3046330963575239,0.6634316733154246,-0.10374702542884735,0,Rupee
Equihash,PoW,17202361.088994,21000000.0,-0.1372314910654042,-2.1234067881534804,0.3537549325960345,3,Bitcoin Gold
Scrypt,PoW/PoS,48459472454.0,25000000000.0,0.42419697857638794,1.011091855854267,-0.5704169260121517,0,WomenCoin
SHA-256,PoW/PoS,92050800.0,100000000.0,-0.3142410114501475,0.8629338563948682,-0.2910184162542661,0,Theresa May Coin
NIST5,PoW/PoS,560563220.0,1200000000.0,-0.34314201810774686,1.5531415209966266,-0.4956887713718474,0,NamoCoin
PHI1612,PoW/PoS,8305775.31777569,60000000.0,-0.3927055852895256,1.8188273654565277,-0.4959628506801149,0,LUXCoin
Dagger,PoW,33986980.0,156306732.71,-0.1523174600937771,-2.2100630805197015,0.38818805879414825,3,Pirl
Scrypt,PoW/PoS,2149688.0,21000000.0,-0.34533961330350854,1.000720615004526,-0.5565171276234594,0,Xios
Quark,PoW/PoS,30711550.5294042,200000000.0,-0.39725274869810373,1.7530335617795725,-0.4144525347587997,0,Bitcloud 2.0
Scrypt,PoW,99990001.493466,100000000.0,-0.16978312501730256,-1.1636148896913565,-0.0559126656748031,3,eBoost
POS 2.0,PoS,12330806.30517,21000000.0,-0.3325825279791891,1.6202731399585288,-0.09539479038294402,0,KekCoin
Scrypt,PoW/PoS,16362544.992,14788275.991,-0.3452100251468846,1.0007298371972169,-0.5565201546265154,0,BlackholeCoin
SHA-256,PoS,8999999990.0,9000000000.0,-0.08595118624383306,0.6549796783417239,-0.030553922049604748,0,Infinity Economics
X11,PoW,175215859.0,350000000.0,-0.21917061394175555,-0.8594562848766567,0.063439869499569,3,Pura
NeoScrypt,PoW,6375259.04,45000000.0,-0.17818782778012307,-1.5907675134806196,0.21545247167151144,3,Innova
Ethash,PoW,12756367.0,280000000.0,-0.14704251169204235,-1.9977933427712242,0.3422842208501903,3,Ellaism
NeoScrypt,PoW,5832306.875,31800000.0,-0.17828818367239682,-1.5907617316206655,0.21545362938074594,3,GoByte
X11,PoW/PoS,38198594.8342105,144000000.0,-0.3961075796062054,1.3049195915527985,-0.4371450718847252,0,Magnet
DPoS,DPoS,288090567.493887,500000000.0,3.7131230740176657,1.8743700222290889,0.12561013196183315,0,Lamden Tau
NIST5,PoW/PoS,28399150208.0,30000000000.0,0.20154756152057188,1.5525034696293307,-0.5047947451623755,0,Electra
X13,PoW/PoS,183534024.889807,210000000.0,-0.27291827311257466,1.8214289192796986,-0.5273892269531916,0,Bitcoin Diamond
Multiple,PoW,481730566.566176,660000000.0,-0.1025941905291229,-1.8192432373759027,0.32896865204653536,3,SHIELD
Scrypt,PoW/PoS,110976977.29338,210000000.0,-0.34266775409497874,1.000683237375688,-0.5565586509133893,0,Cash & Back Coin
CryptoNight,PoW,19281821413.4924,85000000000.0,1.1521543184767165,-2.320435004415565,0.3746671811817194,3,UltraNote
CryptoNight,PoW,4500000.0,12500000.0,0.3131559140392963,-2.29030022098763,0.3860170217903395,3,BitCoal
Ethash,PoW,520891780.0,10000000000.0,-0.07182026761370783,-2.0020022184452753,0.34140498363628546,3,DaxxCoin
NIST5,PoS,13247178.8807286,27716121.0,-0.3019162511060715,1.3455366587684783,-0.23210894257879716,0,Bulwark
Quark,PoS,16955764.902064,20000000.0,-0.3424612168388037,1.5452154737980388,-0.15108137837468685,0,Kalkulus
X11,PoW,80316207.0,550000000.0,-0.21891034899938028,-0.85959022840709,0.06344778721020751,3,AC3
CryptoNight-V7,PoW,441250233.377,999481516.0,-0.13961520944337588,-2.2246203072050887,0.41925018106323536,3,Lethean
Scrypt,PoW/PoS,4911500269.41,50000000000.0,0.06950952356684469,0.9801110791432344,-0.5616050105651993,0,GermanCoin
Scrypt,PoW/PoS,8419402.321,150000000.0,-0.3443470867406024,1.0006645434520864,-0.5565286794817021,0,LiteCoin Ultra
Scrypt,PoW,3964201248.87125,4999999999.0,-0.08776936144008005,-1.1641153754510718,-0.0572466222630752,3,PopularCoin
X11,PoW/PoS,45174214.1078625,50000000.0,-0.3966897367141205,1.3049656372827103,-0.4371395041795708,0,PhantomX
BLAKE256,PoW,30089671530.5228,90000000000.0,1.1112271918717418,-1.2895413180668245,0.07615601416143475,3,Photon
X11,PoW,4229040.50393462,19800000.0,-0.22360463539446057,-0.8593823803616114,0.0635076882833023,3,Sucre
NeoScrypt,PoW,7847417.33355824,21000000.0,-0.1783402380250065,-1.590755895905692,0.21545396945925432,3,SparksPay
Quark,PoS,27299680.0,120000000.0,-0.3416248018581142,1.545174471557242,-0.1510916870572412,0,Digiwage
NeoScrypt,PoW,299797953.0,500000000.0,-0.17137146305330755,-1.5908433731597937,0.21534474880873866,3,GunCoin
Scrypt,PoW,45483049.3398182,64000000.0,-0.17070484219240714,-1.1636229482080054,-0.05589641771726912,3,IrishCoin
Scrypt,PoW/PoS,591022748.0,900000000.0,-0.3319022056280672,1.0005839583586948,-0.5567306698452679,0,Trollcoin
Scrypt,PoW/PoS,2504486.227718,4000000.0,-0.34545597819458257,1.0007285349771415,-0.5565158968487486,0,Litecoin Plus
X11,PoS,4407252.0,21000000.0,-0.3411561945139461,1.0970664799763699,-0.17377338971968068,0,Monkey Project
X11,PoW,8478104.33969947,23000000.0,-0.22352998852488629,-0.8593819318600208,0.06350639115454854,3,Pioneer Coin
SHA-256,PoW,20166000.0,20166000.0,-0.1418864190859507,-1.3014054058694837,0.2096402634293633,3,UnitedBitcoin
C11,PoW,11916588.09471,23000000.0,-0.20075808587138924,-1.2521288846246625,0.08393251057963717,3,Interzone
POS 3.0,PoS,20445861.5344251,25000000.0,-0.3230058583864643,1.561481378373776,-0.12107946707206636,0,TokenPay
Ethash,PoS,1618033.0,1618033.0,-0.26671741236339014,-0.041221937603232325,0.10502761836956637,0,1717 Masonic Commemorative Token
Scrypt,PoW and PoS,9399342.52839847,30000000.0,-0.314150192914761,0.1884005427783948,-0.37774666027650916,0,My Big Coin
CryptoNight,PoW,53139835213.77,1000000000000.0,8.062466920235103,-2.7229208612219002,0.2953496660261354,3,TurtleCoin
SkunkHash,PoW,4818338.98949984,16600000.0,-0.15014477454355749,-2.259677393755458,0.2643173129980747,3,MUNcoin
Scrypt,PoW/PoS,234846265.782157,232000000.0,-0.34099777822064825,1.0007288547831135,-0.5565909366359971,0,Unified Society USDEX
CryptoNight,PoW,133932467.774108,336000000.0,0.3170345401024247,-2.290389739315622,0.38595998111742963,3,Niobio Cash
Scrypt,PoW,10000000000.0,10000000000.0,0.021492821553960616,-1.1636857121291044,-0.059124433626929554,3,ShareChain
Dagger,PoW,107325266.027783,100000000.0,-0.1518209920982151,-2.2100044219078527,0.3881743204078726,3,Travelflex
Lyra2REv2,PoW,643795911.540095,1100000000.0,-0.17185682223299098,-1.2932303472758666,0.13329746186441963,3,KREDS
X13,PoS,230298925.0,800000000.0,-0.21192009769856932,1.6132865191504675,-0.26409272542955986,0,Tokyo Coin
Proof-of-BibleHash,POBh,1772091549.88818,5200000000.0,-0.3157680488960365,2.1123326602290367,12.343591652664703,1,BiblePay
SHA-256 + Hive,PoW + Hive,638382332.208514,840000000.0,-0.4097275653252587,2.995097373969599,19.444740430058047,1,LitecoinCash
Scrypt,PoW,12446100.00278,40000000.0,-0.1712789794041728,-1.1636268372449756,-0.055886400667911465,3,BitFlip
Scrypt,PoW,14491014421.0,18406979840.0,0.1360663059067021,-1.1655054903918296,-0.060885098201472955,3,LottoCoin
X11,PoW,211297638.500483,500000000.0,-0.2176646607898072,-0.8595085469807535,0.06341932937137691,3,Crypto Improvement Fund
C11,PoW/PoS,11251342.1879021,19340594.0,-0.37459210082661704,0.9122158923523911,-0.41670178369684163,0,Stipend
Proof-of-Authority,PoA,204479039.0,252460800.0,-0.34708605683546784,3.530279634228115,15.45631119436569,1,Poa Network
X11,PoW/PoS,2167827.1,25000000.0,-0.3973928079170108,1.3049577249976132,-0.43712694842484373,0,Pushi
XEVAN,PoW/PoS,419275.38,60000000.0,-0.25591811209164383,1.5481015028647211,-0.4649401419755357,0,Ellerium
Scrypt,PoS,25570013.1348022,124000000.0,-0.2880844485746228,0.7927900418059246,-0.2931770957824642,0,Velox
VBFT,PoS,650848625.0,1000000000.0,-0.3009043203696883,1.6191459702323563,-0.038180551217955716,0,Ontology
Ethash,PoW,247612453.0,6500000000.0,-0.10001010679873447,-2.000527256887272,0.34174387591653105,3,Callisto Network
CryptoNight,PoW,80049082.9057215,1000000000.0,0.3210904758862496,-2.290717069469947,0.38592178956955353,3,BitTube
Scrypt,PoW,4070212.1493016,21000000.0,-0.17151623986686032,-1.163621927386832,-0.055882859447564354,3,Poseidon
IMesh,PoW,25000000.0,25000000.0,-0.14613382211237344,-2.1723632782331967,0.4435393783598471,3,Aidos Kuneen
NIST5,PoW/PoS,13787854.6277781,50000000.0,-0.35798907322121915,1.55342080638473,-0.49546460553684746,0,Bitspace
Scrypt,PoW/PoS,845637.81347436,3000000.0,-0.34548335060266966,1.000728246078904,-0.5565154097781189,0,Briacoin
Scrypt,PoW/PoS,1182153.5,5000000.0,-0.345465038037778,1.000727484286438,-0.5565156479553445,0,Ignition
Equihash,PoW,71355477.0,70000000.0,-0.13622179742878282,-2.123404823166686,0.35373776382953537,3,Bitrolium
Scrypt,PoS,267297676.3125,500000000.0,-0.2824607392485426,0.7927270167552593,-0.29326593018185537,0,MedicCoin
Lyra2Z,PoW,27340501.6514783,300000000.0,-0.15514675635532535,-2.2402523220427746,0.41533879873396096,3,Alpenschillling
Green Protocol,PoS,9803691.3618195,21000000.0,-0.325711393082558,1.6272867158367452,-0.02905378301750382,0,Bitcoin Green
PoS,PoS,21876586.8530324,88000000.0,-0.3259079290112831,1.6077132715760245,-0.1065743323444048,0,Deviant Coin
Scrypt,PoW/PoS,9880502.37178894,30000000.0,-0.34518123658296934,1.0007199803098907,-0.5565197340864725,0,Abjcoin
Semux BFT consensus,DPoS,1231147.0,100000000.0,3.8751213590181544,1.8255223374950043,0.2795719627071232,0,Semux
X11,PoW,31801461.1867843,100000000.0,-0.22269825617844857,-0.8594066022492399,0.06349466190645832,3,FuturoCoin
Quark,PoW/PoS,139739596.506702,200000000.0,-0.3959203448693149,1.753082553356317,-0.4144794505068672,0,Carebit
PoS,PoS,11075254.0929996,80000000.0,-0.3260967297042804,1.6077120700355472,-0.10657104541348336,0,Zealium
CryptoNight,PoW,16016864.0,18400000.0,0.3133385489588277,-2.2902977392688326,0.3860137210729546,3,Monero Classic
X16R,PoS,4403800.0,45000000.0,-0.2956886946784471,0.7368223176497061,-0.04172630336411854,0,Proton
Scrypt,PoW/PoS,1404157529.46026,5121951220.0,-0.2919890440021182,0.9990220073529389,-0.5572588241138429,0,iDealCash
NIST5,PoW,21069346.2522598,21000000.0,-0.18430608612049795,-0.6109060884884441,0.00517058815070771,3,Jumpcoin
Lyra2RE,PoW,5097689.71077377,26280000.0,-0.14378284945136519,-2.1459073954234915,0.39649231442153376,3,Infinex
XEVAN,PoS/PoW,10904963.0923455,21000000.0,-0.161717158797428,1.282878552985577,-0.24301903713041725,0,Bitcoin Incognito
Tribus,PoW,795447.0,18000000.0,-0.13587147588532178,-2.1462339445710024,0.3903134552300214,3,KEYCO
Scrypt,PoS,38706809.466535,26000000.0,-0.28861971170126344,0.7928406820613128,-0.2931727388835406,0,HollyWoodCoin
Lyra2Z,PoW,6986399.70430446,10500000.0,-0.15745096206496004,-2.2401293106161018,0.4153662745088829,3,GINcoin
CryptoNight,PoW,84300.0,600000518.0,0.3172732318573993,-2.2905704007032357,0.3859725507542777,3,PlatinCoin
CryptoNight Heavy,PoW,19153632.0,150000000.0,0.5915785372591337,-2.266546966775026,0.3159915504076256,3,Loki
CryptoNight,PoW,41294520017.0,184000000000.0,2.124070467684808,-2.355737393527075,0.36155537745494454,3,Newton Coin
Scrypt,PoW/PoS,10200000000.0,10200000000.0,-0.14844292358056294,1.0006562623996027,-0.5598240600737097,0,Swisscoin
Scrypt,PoS,7630000.0154,44000000.0,-0.288871692595288,0.7928185006998433,-0.2931664628677382,0,Xt3ch
Jump Consistent Hash,PoW,135862416.039898,168000000.0,-0.13152213762865342,-2.1893888050785018,0.4035430714394416,3,MassGrid
SHA-256D,PoW/PoS,33238183.7225834,100000000.0,-0.3497879797256334,1.9470667638488113,-0.6258140773040048,0,TheVig
CryptoNight,PoW,560085952.404637,1000000000.0,0.32695688353528124,-2.2905013656762896,0.3858032828924253,3,PluraCoin
Scrypt,PoW/PoS,21599339.6728,84000000.0,-0.3446546211660414,1.000700595008862,-0.556526814858846,0,EmaratCoin
X15,PoS,30284196.369129,90000000.0,-0.19350475989255575,1.7029584209771969,-0.3199088561800339,0,Dekado
Scrypt,HPoW,77872059787.8998,92000000000.0,2.231265898289289,0.21373699537850518,-0.5517831438634441,0,Lynx
Quark,PoS,2716264.95302831,650000000.0,-0.33816220486852966,1.544921478648717,-0.1511267200789194,0,Poseidon Quark
SHA-256,PoS,57811001.000889,100262205.0,-0.258419939446948,0.6550242737853916,-0.027656182462427122,0,BitcoinWSpectrum
DPoS,PoS,18194936.0,18081806.0,1.020664070329009,1.6928831461295621,-0.009132072064812912,0,Muse
X16R,PoW,8125865.02097646,22075700.0,-0.1782437148171885,-1.2196148729053595,0.19555549651481402,3,Motion
HMQ1725,PoW,8645406.16776286,21000000.0,-0.15137747235121696,-2.193634722899589,0.3699042883154528,3,PlusOneCoin
X11,PoW,4993030.69736615,21000000.0,-0.2235867788102385,-0.8593825848669976,0.06350740661611369,3,Axe
X16R,PoW/PoS,36923120.6205934,82546564.0,-0.3512623481918517,0.9447138673627465,-0.3050910445221233,0,Trivechain
Quark,PoS,7082392.24744494,21000000.0,-0.3425747767511014,1.5452105807113254,-0.15107901848649846,0,Dystem
Quark,PoW/PoS,5919489.76813523,5151000.0,-0.39893916307099136,1.7531113705867625,-0.4144313036467143,0,Giant
Scrypt,PoS,1042012.45227735,16880000000.0,-0.16941582096476637,0.7851298622246292,-0.29447048188994546,0,Peony Coin
Lyra2REv2,PoW/PoS,13332617.9413708,52500000.0,-0.3607987545291013,0.8713079469334202,-0.3671004035194519,0,Absolute Coin
Quark,PoS,66053877.6256106,100000000.0,-0.3412931976621848,1.5452010157459615,-0.15109970328784952,0,Vitae
Scrypt,PoW,1416663.06600024,22105263.0,-0.17154082079203714,-1.163623624310296,-0.05588229008007783,3,HexCoin
Scrypt,PoW/PoS,5403802.49590733,1000000000.0,-0.3383489001460791,1.0002751611669696,-0.5565938532072701,0,TPCash
CryptoNight-V7,PoW,15580199.3087496,1750000000.0,-0.13948849783453415,-2.225154195005993,0.4192970628878905,3,Webchain
Cryptonight-GPU,PoW,4890897.0,88188888.0,-0.14221164420820379,-2.2335461528756975,0.38037496019679873,3,Ryo
XEVAN,PoW,14746153.0962884,210000000.0,-0.08087811682031738,-0.61630394014522,0.03567943082334231,3,Urals Coin
CryptoNight Heavy,PoW,99553110528.8022,184470000000.0,3.1166380932043665,-2.305964107268796,0.27712544274564116,3,Qwertycoin
X11,PoS,19269509.94,55000000.0,-0.34073316508704293,1.0970576372188146,-0.1737796954919905,0,ARENON
X11,PoW/PoS,30771125.9760867,50000000.0,-0.39686575316567807,1.3049591652782708,-0.43713594848994936,0,EUNO
Scrypt,PoS,107763867.917675,260000000.0,-0.28611437220959174,0.7927648911252719,-0.293207933884987,0,MMOCoin
PoS,PoS,9327131.59708692,210000000.0,-0.32519508702538513,1.6076519391784327,-0.10658069545957403,0,Ketan
SHA-256,PoW,2100000000.0,2100000000.0,-0.10170238242656997,-1.3014202854915342,0.20896552211085576,3,Project Pai
Keccak,PoW/PoS,4672513.84432375,366000000.0,-0.3552912338314737,0.9623935117504722,-0.39044990493525966,0,XDNA
X11,PoS,4504639.0,100000000.0,-0.34059410070418294,1.0970304600297847,-0.1737795402754121,0,PAXEX
