Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
Scrypt,PoS,36971236046.8073,99000000000.0,0.8654432656415272,0.7642543638677839,-0.3099657841056959,0,ZeitCoin
SHA-256,PoW/PoS,4377081.60953993,40000000.0,-0.31573845229610487,0.8629218505082346,-0.2909921191994832,0,SwingCoin
Scrypt,PoC,2147483647.0,2147483647.0,-0.1659035212655302,0.19667149295834332,-0.37117425970360607,0,SafeExchangeCoin
PoS,PoS,20000000.0,20000000.0,-0.3264136654560543,1.6077434705131628,-0.10656859561658201,0,Nebuchadnezzar
Scrypt,PoW,6570807.65677618,20000000.0,-0.17149278077597602,-1.163620347245647,-0.055883399218640106,3,Francs
X11,PoW,13654082.4987998,25000000.0,-0.2234525341284601,-0.8593805190478244,0.06350495825947289,3,BolivarCoin
X11,PoW/PoS,134554941.15119,75000000.0,-0.3954199365777073,1.304994387802763,-0.4371635083652226,0,Ratecoin
SHA-256,PoW/PoS,1195525.0,222725000.0,-0.3144799773002636,0.8628370064389732,-0.2910055042401038,0,Revenu
SHA-256,PoW/PoS,16662820.0,525000000.0,-0.3121447889136866,0.8627059673124565,-0.29103276432081593,0,Clockcoin
NIST5,PoW/PoS,83450403.0,90000000.0,-0.35685374320020846,1.5534338490336195,-0.4954849051588665,0,VIP Tokens
X11,PoW/PoS,24387724.5010828,139000000.0,-0.3963118589478702,1.3049156681735912,-0.4371412746418424,0,BitSend
Scrypt,PoW,616448.0,616448.0,-0.17170317159971263,-1.1636141741852168,-0.05588042605606629,3,Omni
POS 3.0,PoS,38589808.6658096,33500000.0,-0.32272377546039566,1.5614856510548758,-0.12108460544922173,0,Let it Ride
Scrypt,PoW/PoS,813092338.575672,2000000000.0,-0.32137829895579223,1.0001815920851853,-0.5568707980420643,0,PutinCoin
Scrypt,PoW/PoS,4526324.0,44333333.0,-0.34514490129585995,1.0007110312143472,-0.5565195238622862,0,iBankCoin
Scrypt,PoW/PoS,100000000.0,100000000.0,-0.3435829060309633,1.0007285201772456,-0.5565474104387262,0,Frankywillcoin
X13,PoS,5000000.0,200000000.0,-0.21893344602353615,1.6134591830158775,-0.26399057541098875,0,MudraCoin
X11,PoW,1377917.0,25000000.0,-0.22360255800320555,-0.8593860353230065,0.06350798887581424,3,PizzaCoin
X11,PoS,657000000.0,657000000.0,-0.3286653961326185,1.0970693858072216,-0.17398381757129755,0,Lutetium Coin
Equihash,dPoW/PoW,115898131.0,200000000.0,-0.22522493336597457,-1.8099230315499077,0.3858072539901302,3,Komodo
X11,PoW/PoS,15563873.0,50000000.0,-0.3970515971098583,1.304952331923655,-0.4371321942761941,0,GoldBlocks
Scrypt,PoW/PoS,43165500.0,90000000.0,-0.3443484663649863,1.0007075467125055,-0.5565326042005763,0,CarterCoin
CryptoNight,PoW,7822432.72439746,10000000.0,0.3131787665226948,-2.2902975868012807,0.386016395458564,3,Karbo
SHA-256,PoW/PoS,595429.0,21000000.0,-0.3159195677864185,0.8629288247785805,-0.29098971215775304,0,BitTokens
SHA-256,PoW,6243840.0,9736000.0,-0.14213061172226316,-1.3014069004472768,0.20964450924720637,3,ZayedCoin
X11,PoW/PoS,657636.34549789,3000000.0,-0.3975674645929927,1.3049670894535548,-0.43712486948636126,0,MustangCoin
Scrypt,PoW/PoS,2581970.0,21000000.0,-0.3453343304958901,1.000720809249746,-0.5565172343408944,0,ZoneCoin
Multiple,PoW,1000000000.0,1200000000.0,-0.0924265274336491,-1.819256865258089,0.32879882946217176,3,Circuits of Value
Scrypt,PoW/PoS,1939889.0,0.0,-0.3454912781784447,1.0007301072867825,-0.5565154472634296,0,RootCoin
Scrypt,PoW,116845228.0,200000000.0,-0.1688671369673769,-1.1636529660848662,-0.05592458180446801,3,DopeCoin
Scrypt,PoS,169598616.0,0.0,-0.2872047176610775,0.7929113671518446,-0.2932030358160447,0,BitCurrency
SHA-256,PoW,9106714.0,10638298.0,-0.14208921891456927,-1.3014060259208626,0.20964373251571133,3,DollarCoin
Scrypt,PoW/PoW,665200057.0,3100000000.0,-0.2482452270168873,0.20408414157639704,-0.5437822465338439,0,Swiscoin
Scrypt,PoW,11119200.0,30000000.0,-0.17136619557362573,-1.163622868459116,-0.055885297588099396,3,Shilling
SHA-256D,PoW/PoS,19577787259.0,20000000000.0,0.030351873349422843,1.946764673263987,-0.6321823001958004,0,BuzzCoin
PoS,PoS,74033806.7949683,74000000.0,-0.3253699296334231,1.6077430993754787,-0.10658612268328481,0,Opair
Scrypt,PoW/PoS,33522957.0,0.0,-0.34510530959255575,1.0007442990874873,-0.5565232441737922,0,PesoBit
X11,PoW/PoS,264678458.288619,1500000000.0,-0.38371216423176263,1.3044023423566173,-0.43730614185212924,0,Halloween Coin
Lyra2Z,PoW,7568281.24956067,21400000.0,-0.15736646053349465,-2.240134025027166,0.41536528555601177,3,ZCoin
PoS,PoS,148716816.0,39999898.0,-0.32469865000648723,1.6077921792010743,-0.10660192293852963,0,CoffeeCoin
X13,PoS,2500124.0,2500124.0,-0.2203662546579708,1.6135482189122121,-0.2639746419918266,0,RoyalCoin
X14,PoW/PoS,100000000.0,100000000.0,-0.42206914447959415,2.0395128672235474,-0.5064019352492019,0,GanjaCoin V2
PoS,PoS,17818682.1654,301000000.0,-0.324445209735132,1.6076142131042326,-0.10658984889172371,0,TeamUP
SHA-256D,PoW/PoS,1082162635.53683,7506000000.0,-0.28438639874020516,1.9441572379291696,-0.6266473665109262,0,LanaCoin
Ethash,PoW,26205539.0,26205539.0,-0.14868010526268097,-1.9976714415701189,0.342300582619234,3,Elementrem
Equihash,PoW,5613550.0,21000000.0,-0.13737311495793278,-2.1234119955670647,0.3537577935252282,3,ZClassic
DPoS,DPoS,108202084.0,125000000.0,3.7082621855164777,1.8744603781128568,0.12568362257532795,0,ARK
X11,PoW/PoS,18342813.0,30000000.0,-0.397159637324432,1.3049627106883401,-0.43713132929681425,0,InsaneCoin
Scrypt,PoW,196297971.0,10000000000.0,-0.09831571030273624,-1.1680909898356955,-0.05670419421443283,3,KiloCoin
X11,PoW,824000000.0,500000000.0,-0.21017698213747305,-0.8592332301620755,0.06326807157110464,3,ArtexCoin
X13,PoW/PoS,92192822723.0,850000000.0,0.8560477110345011,1.862480983190179,-0.5501531878089664,0,EmberCoin
X11,PoW/PoS,3853326.77707314,3853326.77707314,-0.3975223522188765,1.3049681358859877,-0.43712572458247323,0,XenixCoin
PoS,PoS,50000000.0,50000000.0,-0.3258340417458057,1.6077432558861002,-0.10657832823926039,0,FreeCoin
Scrypt,PoW/PoS,17089600.0,38540000.0,-0.34503250165050525,1.0007193211738847,-0.5565221760799287,0,PLNCoin
Scrypt,PoW/PoS,2449577.41533168,42000000.0,-0.34518684745667805,1.000711163204252,-0.5565188302241056,0,AquariusCoin
X11,PoW,61364813.0,228000000.0,-0.2214281640834732,-0.85945175034059,0.06347743709994132,3,Kurrent
PoS,PoS,20000000.0,20000000.0,-0.3264136654560543,1.6077434705131628,-0.10656859561658201,0,Creatio
X11,PoW/PoS,6069482.07721352,60000000.0,-0.3970966251655716,1.3049435006081576,-0.43713062590447543,0,Eternity
SHA-256,PoW/PoS,12416554.0,20000000.0,-0.3157822048915097,0.8629345930846717,-0.29099255288746234,0,Eurocoin
Scrypt,PoW/PoS,20244023.640728,33000000.0,-0.3450332865042481,1.0007232676335998,-0.5565225251808551,0,BitcoinFast
X11,TPoS,75590369.0,76500000.0,-0.381466278015028,0.9010210178999064,-0.10363378212755006,0,Stakenet
Scrypt,PoW/PoS,11080722.3769581,28000000.0,-0.3451807690945169,1.0007214326320635,-0.556519875283108,0,BitConnect Coin
Scrypt,PoW/PoS,10914418.0,650659833.0,-0.34076188773169785,1.0004371120559852,-0.5565681220005234,0,MoneyCoin
X11,PoW/PoS,814671.0,5000000.0,-0.3975513454198301,1.304966247011576,-0.43712506335511353,0,Enigma
CryptoNight,PoW,978145.0,21000000.0,0.3131732247459339,-2.2903056837998,0.38601723204863564,3,Cannabis Industry Coin
